appid,genres
385830,"action, adventure, indie, rpg"
385890,"action, free to play, massively multiplayer, rpg, strategy, early access"
388090,"action, indie, strategy"
393460,"action, indie, sports"
395200,"action, adventure, indie"
400940,"action, adventure, indie"
415270,"casual, free to play, massively multiplayer, strategy"
415860,"free to play, indie, massively multiplayer, rpg, strategy, early access"
428430,"adventure, casual, indie"
437900,"casual, indie, sports"
440740,"action, casual, free to play, indie, strategy"
448460,
449040,"free to play, rpg"
449050,"casual, free to play, sports"
449200,"adventure, indie, rpg"
449540,"casual, indie"
451880,"casual, indie"
205890,
461010,"action, casual, indie, racing"
463850,casual
468560,"adventure, free to play, indie"
469610,"adventure, indie, simulation"
469730,"action, casual, indie"
481510,adventure
482920,"adventure, casual, indie, massively multiplayer, rpg, strategy, free to play"
485310,"action, adventure, casual, indie, early access"
489360,"action, adventure, indie, simulation"
495030,"action, casual, free to play, indie, simulation, strategy"
496920,
500260,"action, indie"
502550,"action, massively multiplayer, free to play"
502400,"action, casual, indie, strategy"
503580,"action, adventure, casual, indie"
506610,"action, indie, simulation"
508290,"action, casual, indie"
509110,"casual, indie"
513450,"casual, free to play, indie"
514660,"action, indie"
517160,"casual, indie, simulation"
521570,"casual, free to play, indie"
521890,"adventure, indie, strategy"
526790,"casual, indie"
537340,"action, casual, indie, racing"
542310,"adventure, free to play, indie"
545650,"free to play, indie, simulation"
552100,simulation
554140,"casual, simulation"
302590,"action, casual, free to play, indie, massively multiplayer, racing, strategy, early access"
565860,"action, adventure, casual, indie, racing"
572430,"action, adventure, indie, simulation, strategy"
588690,"casual, indie, simulation"
591960,"adventure, free to play, rpg, strategy"
606180,"utilities, video production"
660880,"casual, indie, free to play"
676770,"adventure, casual, free to play, indie"
707680,"free to play, indie, sports"
321400,"action, casual, free to play, indie, sports"
752730,"adventure, casual"
756040,adventure
805870,"adventure, indie"
817510,"action, indie"
865090,"action, indie"
865360,"adventure, casual, indie"
893030,"action, casual, indie, racing"
966870,"simulation, free to play"
969700,"adventure, indie"
1007840,"action, adventure, indie, simulation"
1018800,"action, casual, indie, simulation"
1082430,"adventure, indie"
1106850,"action, indie"
1341290,"adventure, casual, indie"
1552350,"casual, indie, strategy"
2098350,"adventure, casual, free to play, indie"
40,action
100,action
950670,rpg
480650,simulation
527340,"action, indie"
728540,"action, indie, early access"
1018830,"indie, strategy"
1025600,"action, strategy, early access"
1389990,"action, casual, indie, simulation"
1656780,"rpg, strategy"
24740,racing
32110,casual
55140,racing
108800,action
208200,action
202090,
229870,action
230150,"action, adventure, casual, indie, simulation"
220160,"action, racing"
44350,"racing, sports"
47830,action
290770,"action, adventure, indie"
48900,indie
209650,action
209660,action
329380,"action, adventure, indie"
351990,"casual, indie, racing"
380840,"action, free to play, indie"
395520,"adventure, casual, free to play, indie"
865040,"action, casual, indie"
445130,"casual, free to play, indie"
375600,"action, indie"
604490,"adventure, casual, indie, early access"
785890,"casual, indie, strategy"
861650,"indie, simulation, sports, strategy"
1012560,"action, casual, indie"
1414850,action
243200,"adventure, indie"
237630,"action, adventure, casual"
245390,adventure
274350,"adventure, indie"
311720,"indie, rpg, strategy"
351700,"indie, rpg, simulation, strategy"
380150,"adventure, indie"
422510,"action, indie"
434050,"action, adventure"
486720,"indie, rpg, strategy"
502750,adventure
650700,"adventure, casual, free to play, indie"
664850,adventure
283880,"adventure, indie, rpg, free to play"
1096530,"adventure, rpg, strategy"
1110380,"adventure, rpg, simulation"
1205520,"adventure, casual"
1358700,"action, adventure, rpg"
1424710,"adventure, indie, rpg, strategy"
1413480,rpg
1173810,rpg
2248430,"adventure, indie, rpg"
39500,"action, rpg"
207490,"action, adventure"
242550,"action, adventure"
1088090,"indie, massively multiplayer, rpg, simulation, early access"
1358710,"action, indie, massively multiplayer, rpg, simulation, strategy"
1766060,"action, adventure, rpg, early access"
2300,action
15120,action
250340,"action, indie, simulation"
254320,"indie, simulation, strategy"
263200,"action, adventure, casual, indie, rpg, early access"
265810,"casual, indie, simulation, strategy"
275530,"action, strategy"
302830,"action, free to play, early access"
315460,"action, indie, rpg, strategy"
325420,"action, adventure, free to play, indie, racing, simulation, sports, early access"
208750,"action, adventure, indie, rpg"
327860,"action, adventure, indie, rpg"
331500,"action, strategy"
332310,adventure
326410,"action, adventure, indie, rpg"
244770,"action, adventure, indie, rpg, simulation, strategy, early access"
342560,"action, indie, strategy"
342480,"action, indie"
361620,"casual, indie"
364800,"action, adventure, simulation"
366090,"action, adventure, indie, strategy, early access"
397100,"free to play, indie, simulation, early access"
397340,"indie, simulation"
299360,"action, free to play, massively multiplayer, strategy"
409510,"action, free to play"
417890,"action, free to play, indie"
426790,"adventure, casual, indie"
452060,"action, adventure, indie"
488440,"action, casual, indie, massively multiplayer, rpg"
314010,"action, casual, free to play, indie, strategy"
497700,"casual, indie, simulation, sports"
499950,"action, casual, free to play, indie, massively multiplayer"
503240,"action, adventure, indie, massively multiplayer, rpg, early access"
505460,"action, indie, massively multiplayer, rpg, strategy"
508390,"action, adventure, indie"
562590,"action, casual, free to play, indie, massively multiplayer"
434510,"action, free to play, indie"
511800,"action, free to play, indie, massively multiplayer, strategy"
612610,"action, free to play, indie, early access"
614570,action
616220,"action, free to play, indie"
647740,"action, indie, massively multiplayer, strategy"
711980,"action, adventure, indie, simulation, early access"
733480,"adventure, free to play, indie, rpg, strategy"
805940,"action, adventure, indie, massively multiplayer, rpg"
811320,"indie, rpg, strategy"
492150,"action, adventure, indie, rpg"
870200,"indie, simulation"
874390,"action, adventure, casual, indie, simulation, strategy"
921800,"adventure, indie, rpg, strategy"
976890,"action, adventure, indie, early access"
977920,"indie, simulation, early access"
992490,utilities
997380,"simulation, early access"
1055610,"action, indie, strategy"
1058430,"indie, rpg"
1071290,"action, adventure, indie, rpg"
1101120,"action, simulation, early access"
1104390,"action, casual, free to play, indie"
1106840,"adventure, casual, indie, simulation, strategy"
1117630,"casual, indie"
1129310,"action, indie, simulation"
1129540,"action, casual, rpg, simulation, sports, strategy, early access"
1097840,"action, adventure"
1150760,"action, indie, early access"
1477810,"indie, rpg, simulation"
1545450,"casual, indie"
1692700,"indie, simulation"
1762010,"action, rpg"
1812410,"action, rpg"
1812420,"action, rpg"
1838970,casual
1797680,"action, adventure, indie, simulation"
1861290,"action, indie, rpg"
207430,"casual, indie, rpg"
213030,"indie, rpg"
211120,strategy
215510,"adventure, indie"
212200,"action, adventure, casual, free to play, massively multiplayer, rpg, simulation"
242720,"action, free to play, indie"
239800,"action, indie"
2320,action
249990,"action, adventure, indie, rpg"
250580,"action, indie, rpg"
274290,"adventure, indie"
277890,"action, adventure, indie"
292600,"action, indie"
234530,
229810,"action, indie"
330570,"action, indie, early access"
381880,"action, adventure, indie"
295790,"action, adventure, casual, indie"
400110,"adventure, indie, rpg"
402120,"action, adventure, indie, rpg"
376300,action
420790,"action, free to play, indie, massively multiplayer"
513560,"action, adventure, free to play, indie, rpg, strategy"
667720,
684200,"action, indie, strategy"
22350,"action, free to play"
733110,"adventure, indie, rpg"
1273690,"adventure, indie"
1375740,"action, adventure, free to play, massively multiplayer"
1459960,"action, indie, early access"
1471410,"action, indie, early access"
1294660,action
9180,action
12100,action
12180,action
19830,action
32360,adventure
37800,"indie, casual"
25700,"action, casual, indie"
31410,
47540,"rpg, casual"
91600,"action, casual, indie, strategy"
71270,
214170,rpg
298160,"casual, free to play, indie, massively multiplayer, rpg"
322450,"adventure, casual, indie"
334940,"adventure, indie"
335000,"adventure, casual, indie"
365160,"adventure, indie"
425210,"action, adventure"
503620,"action, indie, rpg"
1345860,"action, adventure, indie"
1574240,"action, adventure, indie, rpg, early access"
1944570,"action, casual, indie, rpg"
24920,
263300,action
413480,"action, casual, indie, strategy"
452510,action
577970,"action, indie, early access"
618970,"action, adventure"
650000,action
765100,"casual, indie"
555440,
1194810,"action, strategy"
34830,action
212580,
235700,action
47790,action
335790,"action, adventure, casual, indie"
650500,action
742120,rpg
977880,"action, adventure, indie, rpg"
1029690,"action, adventure"
49470,strategy
229480,"action, adventure, rpg"
250700,"action, indie"
262470,"action, adventure, casual, indie, rpg"
290930,"action, adventure, free to play"
291410,"free to play, indie, strategy"
322190,"action, adventure, indie, rpg, strategy"
242640,action
275180,"adventure, casual, rpg"
338930,action
388410,"action, adventure, rpg"
408640,"action, adventure, rpg"
417290,"action, adventure, indie, rpg"
439190,"action, adventure, indie, rpg"
451020,"indie, rpg"
462770,"action, indie, rpg"
433300,"action, adventure, rpg"
522240,"action, adventure, sports"
710920,"action, adventure"
888530,"action, indie, rpg"
1313860,"simulation, sports"
1259970,sports
1850510,"rpg, simulation, strategy"
256410,
209850,"casual, indie, strategy"
226740,"adventure, casual, indie, rpg, simulation"
204530,"action, indie, strategy"
239250,"action, adventure"
225280,"action, indie, rpg"
226960,"casual, indie, strategy"
252210,
262450,"casual, indie, strategy"
263740,"action, indie, rpg, sports"
302710,"action, indie, racing"
331360,"action, casual, free to play, indie, sports"
354620,"action, casual, indie"
317820,"indie, rpg"
553210,"action, rpg, strategy"
412310,"free to play, indie, rpg, strategy, early access"
598550,"action, indie"
664830,"action, adventure, indie"
850290,"simulation, strategy"
705210,"action, casual, indie, racing"
914710,"action, adventure, indie, rpg"
717690,
1163740,"casual, indie, rpg, strategy, early access"
1389360,"indie, strategy"
298050,strategy
258160,
858460,
407510,
413690,
598980,"adventure, casual, indie, simulation, early access"
1605220,strategy
65730,simulation
48110,simulation
227100,action
65700,"action, simulation, strategy"
227860,"indie, simulation, strategy"
213850,strategy
247910,"action, adventure"
12830,action
539470,"action, indie, simulation, strategy"
620190,"action, casual, indie, simulation, strategy, early access"
311310,"action, adventure, free to play, indie, massively multiplayer, rpg, simulation, strategy"
1545830,"adventure, rpg"
219760,rpg
41900,"action, adventure, rpg"
335620,"rpg, strategy"
465490,"adventure, indie, rpg, strategy, early access"
552620,rpg
648410,"rpg, early access"
480640,"rpg, strategy"
808800,"action, adventure, indie, rpg, early access"
932980,"simulation, sports"
1299620,"adventure, indie, rpg"
1374930,"indie, rpg"
2103640,"indie, simulation, sports, strategy"
266130,"action, rpg, simulation, strategy"
307950,"action, massively multiplayer, free to play"
568770,"free to play, indie, simulation"
700570,"free to play, indie, strategy"
914320,"casual, free to play, indie, rpg, simulation"
72300,
224420,
262280,"rpg, simulation, strategy"
287100,"action, indie"
243930,"action, rpg"
293480,"adventure, casual, indie, rpg"
297020,"action, casual, indie, strategy"
300080,"free to play, strategy"
323060,"indie, rpg, strategy"
308420,"action, indie, rpg"
337950,"free to play, massively multiplayer, rpg, early access"
343710,"adventure, indie"
381780,"adventure, indie, strategy"
393420,"action, adventure, simulation"
400170,"action, adventure, indie, rpg"
418180,"action, indie, rpg"
338390,"action, rpg"
512470,"action, adventure, free to play, indie, simulation, strategy"
1040070,"indie, rpg, simulation, strategy"
1063660,"action, adventure"
1480560,simulation
570840,"free to play, indie"
1223810,"casual, indie, simulation"
290510,"adventure, casual, indie"
316610,indie
456780,"racing, simulation, sports"
468670,"action, adventure, indie"
764570,"casual, indie, simulation, early access"
1131190,"action, casual, free to play, indie"
1071870,"action, adventure, casual, indie, simulation, sports, strategy"
1335790,"adventure, casual"
1303990,"indie, racing"
625470,"action, free to play, indie"
667970,"action, indie, simulation"
672640,"action, free to play, simulation"
740250,"free to play, indie, massively multiplayer, animation & modeling, design & illustration, education, software training, utilities, web publishing, early access"
804490,"action, indie, simulation, sports"
868020,adventure
886250,"casual, strategy, free to play, early access"
963930,"action, casual, indie, simulation"
1039880,"action, rpg"
669290,"action, adventure, strategy"
1397390,"action, indie, simulation, early access"
1592190,"action, adventure, simulation"
1599560,"action, adventure"
1730650,"action, adventure"
1782330,"action, adventure, indie, simulation"
1797880,"action, free to play, massively multiplayer"
1484280,"adventure, indie, rpg, strategy"
751630,"action, adventure"
1957780,"action, early access"
1750110,"action, casual, indie, simulation, early access"
2211280,"free to play, sports"
2225070,racing
3310,casual
3480,casual
8800,strategy
17330,action
11500,
12430,casual
21640,"casual, strategy"
18110,"action, indie"
37000,"action, adventure"
49900,"action, indie"
22600,strategy
65950,
48950,strategy
41740,"action, adventure, simulation"
115110,"adventure, indie"
204060,"adventure, indie"
40720,"adventure, casual, indie"
37600,"adventure, casual, indie"
204120,adventure
225600,"action, indie"
242880,"action, indie"
250380,"adventure, casual"
259130,"adventure, indie, rpg, strategy"
259470,indie
311770,"action, adventure"
317100,"action, adventure, indie"
318600,"action, adventure, indie"
375440,"adventure, indie, rpg"
378720,"indie, rpg, strategy"
384110,"action, adventure, indie, rpg"
296970,"adventure, indie, rpg, strategy"
541670,"action, adventure"
507490,"simulation, strategy"
657240,"indie, racing, simulation"
859570,"action, adventure, indie"
267530,"action, adventure"
881320,adventure
1578650,"adventure, indie, rpg"
1755910,"action, free to play"
27040,"adventure, indie"
263440,
270210,indie
95400,"action, adventure, indie"
322920,"action, adventure, simulation"
428080,"action, indie, sports"
457960,"action, indie, simulation, sports"
471550,"action, rpg"
477270,"action, indie, simulation"
489380,"action, casual, indie, simulation"
581460,"action, casual, indie, simulation"
523660,"action, adventure, casual, indie, strategy"
526130,"action, indie, sports"
547860,"action, adventure, indie, massively multiplayer, rpg"
590690,"action, indie, racing, sports"
606680,"action, rpg"
639130,"adventure, simulation"
641960,"action, casual, indie, sports"
667620,"action, indie, strategy, early access"
755770,
765710,"action, casual, free to play, indie"
819970,
690640,"action, adventure, indie"
1562420,"action, adventure, indie, early access"
1839660,"action, casual, strategy, free to play"
1669000,strategy
25830,strategy
7600,strategy
43190,"action, indie"
64000,strategy
209710,
236370,"action, indie, rpg, simulation, early access"
253330,"action, adventure, indie"
255320,"adventure, indie"
258890,"action, adventure, casual, indie"
247930,"action, adventure"
275570,"action, rpg"
319970,"adventure, indie"
400430,"adventure, indie"
331120,"action, adventure, indie"
332500,"action, adventure, indie, rpg, early access"
214610,"adventure, indie"
351920,"simulation, strategy"
574720,"simulation, strategy"
735280,"simulation, strategy"
868360,"indie, simulation, strategy"
1104330,"indie, simulation, strategy"
1331550,"indie, simulation, early access"
1700870,"simulation, strategy, early access"
1779200,"casual, indie, simulation, early access"
1874880,"action, simulation, strategy, early access"
261820,"action, adventure, free to play, indie"
202750,"action, adventure"
228400,"action, simulation"
228760,"racing, sports"
41060,"action, indie"
217140,action
382000,
418650,action
436320,"action, indie, strategy"
451840,"action, indie, strategy"
465240,"action, indie"
468920,"casual, simulation, sports"
471330,"action, indie"
529150,"indie, strategy"
567670,"action, indie"
569630,"action, indie, strategy"
543390,"action, adventure, casual, indie, rpg, simulation"
678800,"action, free to play, rpg"
682140,"action, indie, simulation"
779650,"action, adventure, free to play"
322780,"action, adventure, indie, massively multiplayer, early access"
797200,"casual, indie"
850500,"casual, indie, simulation, sports"
1408230,"casual, indie, sports"
1664220,"action, casual, indie, racing"
42500,"action, indie"
249610,"action, casual, indie"
102810,"action, adventure, indie"
46520,"action, indie"
200230,"racing, simulation"
38700,"casual, indie"
207150,"action, indie, strategy"
203630,strategy
207250,"indie, strategy"
219910,"adventure, indie"
220820,"action, indie, racing"
212700,"action, adventure, indie"
223390,
218980,"casual, simulation, strategy"
244590,"action, indie, sports"
241720,"action, indie"
96300,
251890,"adventure, indie, simulation, early access"
254440,"casual, indie, simulation, sports, strategy"
262690,"casual, indie, racing"
263700,"action, adventure, casual, indie"
248630,"action, indie, rpg, early access"
266550,
268670,"action, adventure, indie, rpg, early access"
277930,"adventure, indie, rpg, early access"
278910,"indie, strategy"
282100,"action, adventure, casual, indie, rpg"
250560,"indie, rpg"
249550,"indie, massively multiplayer, rpg"
299840,"action, indie"
299860,
326160,"adventure, free to play, massively multiplayer, rpg"
327070,"action, adventure, indie, massively multiplayer, rpg, simulation"
332650,"action, massively multiplayer, rpg, early access"
377140,"action, adventure, indie, massively multiplayer, simulation, early access"
381180,
431450,"action, indie"
451920,"action, adventure, indie, rpg, strategy"
454070,"indie, massively multiplayer, rpg"
500710,"action, adventure, free to play, indie, massively multiplayer, rpg"
509560,"adventure, free to play, indie, massively multiplayer, rpg, strategy"
516510,"action, adventure, free to play, indie, massively multiplayer, rpg, strategy"
529180,"action, adventure, massively multiplayer, rpg, simulation, early access"
530560,"action, indie, massively multiplayer, rpg, simulation, early access"
569530,"action, indie"
575850,"indie, rpg, strategy"
594770,"free to play, indie, massively multiplayer, rpg"
606150,"action, adventure, indie"
368420,
623310,"massively multiplayer, rpg, early access"
559460,
663390,"casual, indie, massively multiplayer, strategy"
697550,"action, indie, rpg"
773951,"action, indie, rpg, strategy"
903950,"action, adventure, indie, massively multiplayer, rpg, early access"
356650,"action, adventure, indie, rpg"
943140,"action, adventure, indie, rpg"
681660,"action, adventure, free to play, massively multiplayer, rpg"
583950,strategy
1168870,"action, indie, rpg"
17530,"action, indie, racing"
263020,"action, casual, indie, sports"
596350,
591740,"action, free to play"
694130,"casual, free to play, simulation"
780210,"indie, simulation"
1127500,"casual, indie, simulation, strategy"
1134480,"casual, indie, strategy"
7620,strategy
270450,"action, indie, sports"
314410,"action, adventure, indie, rpg"
427250,"indie, simulation, strategy"
457210,"action, indie, racing"
638000,"casual, indie, simulation, sports"
677480,"action, adventure, indie, simulation"
726390,"casual, free to play"
684410,"simulation, strategy"
897330,"casual, indie, free to play"
909080,"adventure, free to play, indie"
1145960,"adventure, indie"
2131650,action
6420,"indie, simulation, strategy"
42990,strategy
218410,"indie, rpg, strategy"
216130,"indie, strategy"
202270,
239700,indie
251060,"indie, simulation, strategy"
252450,"indie, strategy"
259660,"action, adventure, indie, simulation, strategy"
237470,strategy
268400,strategy
286260,adventure
244160,"simulation, strategy"
316720,casual
318330,"indie, rpg"
322210,"action, indie"
221540,"indie, strategy"
331470,"adventure, casual, indie, free to play"
334540,"action, indie, simulation"
344770,indie
355250,action
358750,"indie, rpg, simulation, strategy"
361670,action
410970,strategy
396650,"action, adventure, indie, rpg, simulation, sports"
406160,"indie, strategy"
406850,"action, indie, strategy"
377670,"adventure, casual, simulation"
408410,"action, indie, strategy"
422900,"indie, simulation, strategy"
352780,"adventure, indie"
427940,"action, indie, simulation, strategy"
281610,strategy
430960,"adventure, casual, indie, simulation"
431540,"adventure, casual, free to play, indie"
449710,"indie, simulation, strategy"
449840,
485980,"indie, strategy"
449830,
502520,"indie, simulation, strategy"
529100,"action, adventure, indie"
562350,"adventure, casual, indie"
587000,"action, indie, strategy"
615530,"adventure, casual, indie"
616250,"action, adventure, indie, rpg, simulation"
644540,adventure
651090,"free to play, massively multiplayer, simulation"
675240,casual
700820,"indie, simulation, strategy, early access"
764510,"casual, simulation, strategy"
887570,"simulation, strategy, early access"
942850,adventure
1021100,"action, indie, strategy"
1066780,"simulation, strategy"
1069650,"indie, simulation, strategy"
1069660,"indie, rpg, simulation, strategy"
1100800,action
919640,"action, indie, simulation, strategy"
1113120,"indie, simulation, strategy"
1121640,"simulation, strategy, early access"
1131550,adventure
1167140,"adventure, indie, rpg, simulation, strategy"
1184840,"indie, strategy"
1072040,strategy
1280780,"simulation, strategy"
1282940,
1309000,"indie, rpg, strategy"
1407090,"adventure, casual"
1426450,"strategy, early access"
1468720,"action, adventure, casual, indie, simulation, strategy"
1723560,"indie, simulation, strategy"
1732050,"adventure, indie"
2055050,"indie, rpg, strategy"
2061440,"free to play, indie, simulation, strategy"
2485640,"action, indie, simulation, strategy"
92500,
47110,action
205710,"free to play, massively multiplayer, rpg"
354140,"action, indie, simulation"
1092710,"adventure, indie, strategy"
1092720,"adventure, indie, strategy"
1092730,"adventure, indie, strategy"
1096710,"adventure, indie, strategy"
1214410,"action, casual, indie"
1287260,"adventure, casual, indie, simulation"
1661260,"adventure, casual, indie, simulation, strategy"
11360,indie
105300,"casual, indie"
211440,indie
207650,"action, indie, strategy"
218740,"adventure, indie"
251710,
255300,"adventure, indie"
238930,"casual, indie, simulation, strategy"
263460,"adventure, casual, indie"
267060,"casual, indie"
269330,"adventure, indie"
281370,indie
239430,"action, adventure, indie"
8660,racing
308040,"action, casual, indie"
317250,"action, adventure, indie"
320340,"adventure, indie, simulation, strategy"
6900,action
325090,"adventure, casual, rpg"
326520,casual
330820,"adventure, indie"
337960,"indie, sports"
2430,
347430,"adventure, casual, indie"
357780,"action, casual, indie, strategy"
364640,"casual, indie, rpg, strategy"
367580,"casual, indie"
387840,"adventure, casual, indie"
458680,indie
509800,"adventure, casual, free to play, indie"
514620,"action, indie"
564750,indie
635200,"adventure, indie, strategy"
667610,"adventure, indie, simulation, strategy"
493900,"simulation, strategy"
860890,"indie, simulation, strategy"
1509510,"simulation, strategy"
12160,racing
2710,action
21760,
24860,
21970,
90200,simulation
65720,"action, simulation, strategy"
58610,"indie, simulation, strategy"
222750,"indie, simulation, strategy"
244050,"free to play, simulation"
275290,strategy
297750,"simulation, strategy"
307960,"action, simulation"
312980,"simulation, strategy"
16900,"action, indie, simulation, early access"
1202950,
370540,"simulation, strategy"
339340,"action, adventure"
429530,simulation
440090,action
443110,"action, adventure, casual, indie, massively multiplayer, racing, simulation, strategy, free to play"
521800,"free to play, indie, simulation, strategy"
574980,"action, indie"
572410,"action, simulation, strategy"
681590,"action, free to play, strategy"
850170,"action, strategy, free to play"
979640,"action, adventure, indie, simulation, strategy, early access"
1239080,"action, indie, simulation, strategy, early access"
1369370,"simulation, strategy"
1502380,"simulation, strategy"
1611600,"action, indie, simulation, strategy, early access"
1705180,"action, indie, simulation, early access"
1860510,"action, simulation, strategy, early access"
1890860,
2096600,action
2208920,"action, adventure, rpg"
2297010,strategy
2418000,strategy
340490,indie
285160,"action, adventure"
518660,"action, casual, free to play, rpg"
1233570,"action, adventure"
1092630,"action, indie"
544310,"action, indie, racing"
790790,"casual, free to play, indie"
439370,"action, indie, massively multiplayer, free to play"
987350,"action, free to play, massively multiplayer, early access"
393080,action
1515950,"action, free to play"
1607680,"action, adventure, casual, indie"
1753410,"rpg, strategy, free to play"
1119980,"action, indie"
1968730,"action, casual, indie, rpg"
1421250,"adventure, indie, early access"
1190170,"action, indie, sports"
1889040,"adventure, indie"
2096610,action
313240,"action, free to play, indie"
587650,"action, free to play"
679990,"action, adventure, free to play"
714070,"action, free to play"
844260,"action, adventure, indie, racing, rpg"
920490,utilities
970960,strategy
1019450,simulation
1120480,"action, indie, early access"
2324650,"casual, free to play, indie, simulation"
235780,"action, adventure"
261980,"action, adventure, free to play, indie"
617670,"casual, indie"
743640,"action, adventure, casual, indie, simulation, strategy"
1139980,"adventure, casual, indie, rpg, simulation, early access"
1584090,"casual, indie, rpg, simulation"
2022180,casual
660160,"simulation, strategy"
42960,strategy
227760,"simulation, strategy"
327090,"action, adventure, indie, massively multiplayer, rpg, simulation"
803050,"indie, simulation, strategy"
859580,"simulation, strategy"
1340480,"adventure, indie"
45750,"action, adventure"
240320,"action, free to play, massively multiplayer, rpg"
604240,"action, indie"
791930,"casual, free to play, indie"
836620,"action, adventure, massively multiplayer, rpg, simulation, strategy"
1104450,"action, adventure, indie, massively multiplayer, strategy, free to play"
1180380,"action, indie, massively multiplayer, rpg, free to play, early access"
1131720,"action, casual, massively multiplayer, strategy"
555000,"action, early access"
1308380,
1352080,"action, casual, free to play, strategy"
1463120,"adventure, casual, indie, free to play"
1520470,"action, adventure, massively multiplayer, rpg, strategy, free to play"
1541760,
1934780,"action, massively multiplayer, strategy, free to play, early access"
1416260,"rpg, strategy, free to play"
322520,action
336670,free to play
2420,"action, indie, rpg"
774941,
446840,"action, indie"
505730,"adventure, indie, simulation"
558100,"free to play, indie, strategy, early access"
604540,"rpg, strategy"
858060,"action, adventure, casual, free to play, indie, rpg, strategy"
1022450,"indie, massively multiplayer, strategy, free to play, early access"
1041320,"massively multiplayer, rpg, strategy"
1051200,"action, adventure, indie"
11280,"action, casual, indie"
556050,"action, indie"
1461600,"action, indie, early access"
2195250,"simulation, sports"
504210,"indie, simulation"
1042800,"action, adventure, indie, rpg"
1229240,"indie, rpg"
405310,"action, adventure"
508990,"action, indie"
567090,
741820,action
895620,"simulation, strategy"
1084640,"adventure, indie"
1338840,"action, adventure, indie"
1041920,"casual, indie"
1985930,"action, adventure, indie, simulation, early access"
1200,action
4520,"action, strategy"
9460,action
63200,"action, strategy, indie, sports"
21170,
206370,"action, indie"
200010,"casual, strategy"
221810,adventure
219680,"adventure, casual, indie"
245150,"adventure, casual, indie"
230860,"action, adventure, indie, strategy"
249590,indie
250260,"adventure, indie"
252670,"adventure, casual, indie"
247240,"action, adventure, indie"
258910,rpg
267550,
279900,"adventure, indie"
300580,"action, indie"
306440,"action, adventure, indie"
308060,"action, adventure, indie"
314830,"adventure, indie, rpg, strategy"
255070,"action, adventure, indie"
319480,"action, indie"
320140,"action, casual, indie, racing, simulation, sports"
327510,"action, indie, rpg"
246110,"indie, strategy"
343860,"adventure, indie"
347290,"action, indie"
390290,"adventure, indie"
312610,action
366250,action
435530,"action, adventure, indie"
531640,"casual, massively multiplayer, strategy, free to play"
534290,"action, adventure, indie"
536890,"simulation, strategy"
696480,"adventure, casual, indie"
716640,"simulation, strategy"
1269260,strategy
638070,"action, indie, simulation, strategy"
703880,"action, indie, strategy"
1062810,"rpg, strategy, early access"
1076200,"adventure, indie, rpg, strategy"
1082710,"action, adventure, indie, rpg"
1127610,"indie, rpg, strategy"
1188930,"adventure, indie, rpg, strategy, early access"
1233590,strategy
1295500,strategy
1263070,"action, adventure, indie, rpg"
1717640,rpg
240380,
245130,
305260,"free to play, simulation, strategy"
307290,"adventure, casual, free to play, indie, rpg"
384180,"casual, massively multiplayer, simulation, strategy, free to play"
638650,rpg
745740,"action, casual, indie"
840720,rpg
1159690,"action, adventure, indie, rpg, simulation, early access"
1190340,"action, casual, free to play, massively multiplayer, early access"
1262540,"action, adventure, racing, simulation"
1262600,"action, adventure, racing"
1328660,"action, racing"
253840,"action, adventure, indie"
263400,"adventure, indie, strategy"
335190,"adventure, indie, rpg"
347830,rpg
349730,"indie, rpg, strategy"
373770,"indie, rpg"
384630,"adventure, indie"
390710,"action, indie"
390730,"action, indie"
400080,"casual, indie, strategy"
415480,"rpg, strategy"
434420,"action, adventure, indie, rpg"
463350,"action, adventure, indie, rpg"
382050,"action, adventure, indie, rpg"
492280,"adventure, casual, simulation"
522210,"action, indie"
524850,"adventure, indie"
529160,"indie, rpg, strategy"
529660,"action, adventure, indie"
548840,"adventure, strategy"
553310,"action, indie, sports"
555630,"adventure, casual, indie, rpg"
593150,"adventure, casual, indie, rpg, simulation"
610370,strategy
618720,"adventure, casual, indie"
650220,"indie, simulation, strategy"
810040,"adventure, casual, rpg, simulation, early access"
632350,rpg
854940,"indie, rpg"
864680,"indie, simulation"
883100,"action, indie"
925950,"action, adventure, indie"
935070,simulation
935400,"casual, indie, simulation"
976700,"action, adventure, casual, indie, racing, simulation"
985780,"action, adventure, indie"
996770,"action, casual, indie, simulation"
1003520,"casual, indie, simulation"
1058020,action
1142500,"action, indie, simulation"
1172450,"adventure, casual, indie, rpg"
1181400,"adventure, casual, indie"
1186040,"action, indie"
1354830,"indie, simulation, strategy"
1380420,"action, adventure, casual"
1457790,
1594940,"adventure, casual, indie, rpg, simulation, early access"
1338770,action
1672970,"action, adventure, rpg"
1674470,"action, adventure, free to play, massively multiplayer"
250620,"action, adventure, indie"
253110,"adventure, indie"
12770,rpg
682990,"action, adventure, indie, simulation"
589780,"adventure, indie"
38440,
248450,"action, indie, rpg, simulation"
108110,"rpg, simulation"
257030,"action, indie"
317110,
363360,"action, indie, simulation"
630030,action
638490,"action, free to play, indie"
732240,"indie, rpg, simulation"
835570,"action, massively multiplayer, rpg, simulation, strategy, free to play"
1133730,"free to play, massively multiplayer, rpg, strategy"
588210,"action, indie, massively multiplayer, simulation"
1527950,"adventure, indie, rpg, strategy"
483330,"action, simulation, strategy"
1646850,"action, adventure, indie, rpg, simulation, strategy, early access"
