appid,genres
341020,"action, adventure, indie, rpg"
368150,"adventure, casual, indie"
378030,"indie, rpg"
450170,"adventure, casual, indie"
540880,casual
553480,"adventure, casual, indie, rpg"
575650,adventure
600660,indie
712810,"action, adventure, indie"
1155720,"casual, simulation"
1164740,indie
1395030,"adventure, indie"
1412310,"casual, indie"
1767170,"adventure, casual, strategy"
1880710,"casual, indie, rpg, simulation"
1683950,"casual, rpg"
401800,"free to play, indie"
1670460,"animation & modeling, design & illustration, education, software training, utilities, web publishing, game development"
432620,"action, casual, indie"
656680,"casual, indie, strategy"
703510,"action, casual, indie, simulation, strategy"
1652250,"adventure, rpg, strategy, early access"
714150,"action, casual, indie, racing"
1218740,"action, free to play, rpg, strategy"
604450,"adventure, indie"
1191840,"casual, indie, strategy"
2074800,"casual, strategy"
2233790,"adventure, indie, rpg, strategy"
29640,
422860,"casual, indie, sports"
565190,action
753090,free to play
318090,"casual, indie, strategy"
348400,"indie, strategy"
368750,
6090,action
290460,"casual, rpg"
348240,"action, casual, indie"
448170,"indie, rpg"
479020,"action, adventure, indie, strategy"
918950,"indie, strategy"
1060220,"rpg, strategy"
1732060,rpg
1933740,rpg
1796220,"action, adventure"
2390260,"action, casual, indie, strategy"
376520,"adventure, indie"
694370,"adventure, indie"
831120,"adventure, indie"
936650,"adventure, indie"
1020590,"adventure, indie"
1229060,indie
1961370,"indie, rpg, simulation"
262920,"action, indie"
315130,"adventure, indie"
335450,"adventure, indie, rpg"
342090,"adventure, indie, rpg"
369060,"action, adventure, indie"
385310,"adventure, indie"
411760,"adventure, indie"
416630,"casual, indie, simulation"
440340,action
459130,"casual, indie, simulation"
465540,"action, rpg"
470590,"casual, indie, racing, simulation"
490390,adventure
501030,"adventure, indie, rpg, strategy"
507340,"action, simulation"
508910,indie
542220,"action, casual, indie"
552900,indie
564420,"action, indie"
758670,
386560,"action, indie"
716630,"action, indie, simulation, strategy"
1386950,"casual, rpg, strategy, free to play"
540780,"adventure, casual, indie"
544600,"adventure, casual, indie"
544710,"adventure, casual, indie"
561000,"adventure, casual, indie"
378360,"indie, simulation, strategy, early access"
2442020,"adventure, indie"
844850,"action, adventure, casual, indie, rpg"
1576060,"action, casual, strategy"
381020,"action, indie, simulation"
949000,"action, casual, free to play, indie, early access"
1530750,"action, indie, rpg, early access"
1984610,"action, indie, rpg, strategy"
799350,"action, adventure, indie, rpg"
254920,strategy
701720,"action, indie"
1152340,"action, adventure, indie, massively multiplayer, rpg, early access"
435480,racing
1604640,"casual, indie, simulation"
259410,"adventure, casual, indie, rpg, strategy"
597970,"indie, strategy"
746580,"action, indie"
2383990,"action, adventure"
341890,"action, indie"
973090,simulation
1340300,"action, simulation, sports"
1612780,adventure
534360,"casual, strategy"
685300,"design & illustration, utilities, game development, early access"
422650,"action, adventure, indie, rpg, strategy"
447010,"action, adventure, casual, indie, strategy"
454420,"action, casual, indie"
1101790,"action, adventure, strategy"
451230,"free to play, rpg, strategy"
1016600,"action, adventure, indie"
574940,"action, adventure, indie"
994560,"action, indie"
822800,"action, indie"
832540,adventure
336060,"action, casual"
733820,"adventure, indie, rpg"
1152300,rpg
1498140,"casual, indie, simulation"
1203180,"action, adventure, indie, simulation, early access"
1403030,"action, adventure, indie, rpg, simulation"
557780,"free to play, indie, massively multiplayer, simulation"
726020,"action, indie"
790290,"action, adventure, casual, indie, rpg"
855850,"action, casual, indie"
523740,"action, free to play, indie, massively multiplayer, strategy"
1215390,
35030,"simulation, sports"
1182760,"casual, indie"
1593170,"adventure, casual, rpg, simulation"
306480,"casual, indie, simulation, strategy"
307930,"casual, indie, simulation, strategy"
319980,
352280,audio production
46770,"indie, simulation, strategy"
271360,"simulation, strategy"
271370,"simulation, strategy"
547520,"casual, strategy"
600280,"indie, simulation, strategy"
775940,"indie, strategy"
1138440,"indie, simulation, strategy"
2093410,"simulation, strategy"
539280,casual
365430,indie
861350,"action, indie, rpg, simulation, sports, early access"
1145660,"indie, racing, simulation"
727640,"indie, simulation"
482990,"adventure, casual, indie"
825300,simulation
944920,"adventure, rpg"
1120560,"adventure, indie, rpg"
27800,indie
46600,"action, casual, indie"
257080,
282740,"action, casual, indie"
321560,"action, indie"
443260,"indie, rpg, simulation, strategy"
603460,strategy
696140,"action, adventure, casual, indie, simulation, strategy"
801750,"action, indie, sports"
839870,"adventure, casual, indie, simulation"
892860,"action, indie, strategy"
266150,"action, casual, free to play"
266450,
1767560,"casual, racing, sports, strategy"
337930,simulation
350490,"casual, indie"
431510,"adventure, casual, indie, simulation"
432130,"adventure, indie"
473450,"adventure, indie"
218760,"audio production, utilities, video production"
618550,"casual, indie"
632800,"adventure, indie"
657290,indie
1070690,"action, adventure, casual, indie, simulation"
1953860,"casual, simulation"
510660,"adventure, casual, free to play, indie, massively multiplayer, rpg, strategy"
700170,free to play
618850,"casual, indie, rpg, simulation"
1010970,"indie, simulation"
1183580,"adventure, indie, rpg"
1319850,"adventure, casual, indie, rpg"
1350840,"casual, indie, rpg, simulation, early access"
1361400,"adventure, casual, indie, rpg"
1483780,"adventure, indie"
1484620,"adventure, indie"
1496180,"casual, indie"
1580150,"adventure, casual, indie"
1790490,"adventure, casual, indie"
2230110,"action, rpg, simulation"
214270,
275510,strategy
402880,"action, adventure, indie, rpg"
682570,action
710030,"action, indie"
845490,"action, adventure, indie, rpg"
889770,"action, indie"
892760,"adventure, indie, rpg"
960190,"action, adventure, indie"
975120,"action, adventure, casual, indie, rpg"
977560,"action, adventure, indie"
985760,"adventure, simulation"
988940,"action, casual, indie"
991600,"action, casual, indie"
1034700,"action, adventure, casual, indie"
1041400,"action, indie"
1042170,"action, adventure, casual, indie, rpg"
1056050,rpg
1095260,"action, adventure, indie, rpg, early access"
1104340,"action, casual, indie"
1106080,"indie, rpg"
1122040,"action, indie"
1129010,"action, rpg"
1133770,"adventure, casual, indie, simulation"
1165870,"action, adventure, early access"
1197770,"adventure, casual"
1256690,"casual, indie, strategy"
1259740,"indie, rpg, strategy"
1444650,"action, adventure, indie"
1470310,"adventure, casual, indie, simulation"
1490460,"action, indie"
1507420,"adventure, casual, rpg"
1456650,"action, adventure, rpg"
1575450,action
1602490,"action, adventure, casual, indie"
1621490,action
1786200,action
1787820,"action, casual, indie, simulation, strategy, early access"
2280540,"simulation, strategy"
2359170,"action, casual, indie"
2373290,"action, indie"
2441170,"action, adventure, indie, rpg, early access"
466350,"action, adventure, indie"
793150,"free to play, simulation"
287310,racing
504400,"adventure, casual, indie"
804210,"action, adventure, indie"
1038740,"adventure, casual, indie, rpg"
1399930,"casual, indie, strategy"
1554600,"action, adventure, indie"
1798780,action
2119110,"action, adventure, casual"
1672140,"action, casual, indie, strategy, early access"
1770050,"indie, simulation, strategy"
1009450,"adventure, casual, simulation"
300610,"casual, simulation, sports"
600750,"adventure, free to play, rpg, strategy"
790540,action
930780,"indie, strategy"
1146230,"indie, strategy"
289580,strategy
244910,"adventure, indie"
1431780,"action, adventure, indie"
259570,"action, adventure, indie, strategy, early access"
818210,"action, indie"
355060,"racing, simulation, sports"
458770,racing
496760,adventure
550990,"adventure, casual, indie"
652340,"casual, indie"
737890,"action, casual, indie"
814740,"action, adventure, casual, indie, simulation, strategy, early access"
986340,action
1148560,"action, indie, rpg"
38460,action
678850,indie
724870,"action, free to play, indie"
727310,"action, free to play, indie"
953300,"casual, indie, simulation"
1454160,simulation
576620,"action, adventure, indie, simulation"
603630,"casual, simulation, sports, early access"
1088950,"racing, simulation, sports"
1296970,action
37010,action
887530,"adventure, indie, rpg"
754850,"action, adventure, indie"
423590,"adventure, indie"
395160,"adventure, indie"
608120,"action, indie, simulation"
669630,"action, adventure, indie"
773930,"action, casual, simulation"
793620,"action, indie"
841270,"adventure, indie"
1279920,"action, adventure, casual"
1386730,"casual, indie, simulation, sports"
1478350,"casual, indie, rpg, simulation, strategy"
655780,"action, adventure, indie, rpg"
770810,"casual, indie, simulation"
568020,"casual, rpg, simulation"
240620,"action, adventure, indie, rpg"
470470,"action, indie, sports"
507030,"action, indie, racing, simulation, sports"
592480,"action, adventure, indie"
623540,"action, casual, indie"
684530,"action, casual, indie"
724300,"action, indie"
1094870,action
1936360,"action, indie, early access"
545030,"casual, indie, simulation"
705290,"adventure, casual, indie"
854860,"adventure, casual, indie, strategy, early access"
629840,"adventure, indie"
762840,"adventure, indie"
768450,"adventure, simulation"
951750,"adventure, indie"
1137330,"adventure, casual"
1457740,"adventure, indie"
1654830,"action, adventure, indie"
1732750,indie
378410,"action, adventure, indie"
414550,"action, indie"
208640,"adventure, casual"
205270,utilities
236890,utilities
263520,"adventure, casual, indie"
273820,simulation
288650,racing
299500,"casual, sports"
315600,
343830,"adventure, indie"
376790,adventure
385860,"action, indie"
447950,"action, casual, indie"
448910,"indie, strategy"
496690,"adventure, casual, indie"
539440,"casual, indie, simulation"
466980,"action, casual, indie, racing"
416450,"free to play, indie, massively multiplayer, rpg, strategy"
557830,"action, indie"
647040,"adventure, casual, indie"
655000,"action, indie"
655080,"adventure, casual, indie"
510630,"free to play, indie, sports, strategy"
2191190,"adventure, casual, indie"
750200,"action, adventure, casual, indie"
280560,"action, indie"
778330,"adventure, indie"
911550,"action, indie, rpg"
20700,"action, indie, strategy"
34800,adventure
33990,adventure
200410,"action, indie, simulation"
276870,"indie, simulation, strategy, early access"
366550,design & illustration
378260,"action, indie, strategy"
408990,"indie, strategy, early access"
414080,"adventure, indie, simulation, strategy"
392080,"indie, rpg, simulation, early access"
423800,"indie, simulation, strategy"
429540,"free to play, massively multiplayer, strategy"
437870,"indie, simulation, strategy"
485900,"indie, simulation"
513860,adventure
535280,"indie, racing, simulation, strategy"
573490,simulation
754500,"indie, simulation, strategy, early access"
788700,"casual, indie, rpg, simulation, strategy"
845530,"indie, strategy, early access"
1465950,"indie, simulation, strategy, early access"
1477700,"action, adventure, indie, strategy"
1638300,"indie, simulation, strategy, early access"
1644500,"indie, simulation, strategy"
1857080,"indie, simulation, strategy, early access"
1862520,"casual, indie, simulation, strategy"
2091500,"simulation, strategy, early access"
2209680,"action, casual, indie, simulation"
2336200,"action, casual, indie, rpg, simulation"
665040,"design & illustration, utilities, web publishing, early access"
1731460,"action, casual"
672650,free to play
3340,casual
3470,
20710,"action, indie, strategy"
37270,"adventure, rpg"
265970,"rpg, strategy"
305840,"rpg, simulation, strategy, early access"
386540,"action, indie, simulation, strategy"
407600,action
358830,"action, indie, rpg"
689000,"action, indie"
704030,"casual, indie, simulation"
1036640,"game development, early access"
1137750,"action, adventure, casual, indie, rpg, simulation"
1205970,"racing, sports"
1342790,"action, massively multiplayer, early access"
1697880,"simulation, early access"
1944670,"casual, simulation, early access"
539450,"casual, indie"
418250,"simulation, strategy"
593530,action
1234940,"casual, indie, rpg, strategy"
1750770,"action, adventure, indie, rpg, early access"
2247820,strategy
2488510,"action, casual, indie, rpg, early access"
240160,
303760,
476540,"adventure, free to play"
539190,"action, casual, indie, sports"
643700,"action, adventure, casual, indie, simulation, sports"
516470,"action, indie"
711440,"action, casual, indie, strategy, early access"
747790,"casual, sports"
564010,"casual, simulation"
401760,"indie, strategy"
558660,"adventure, indie, simulation"
646820,"free to play, massively multiplayer, rpg, strategy"
1380010,"indie, simulation, strategy"
379600,casual
926540,"action, casual, free to play, indie, massively multiplayer, rpg, simulation, strategy"
1575830,"action, indie"
671090,"casual, indie"
1371480,"action, indie, strategy, early access"
698700,"action, adventure, indie, rpg"
706130,"casual, indie"
829280,"action, adventure, casual, indie"
969760,"action, adventure, casual, indie"
1015940,"adventure, indie"
1031900,casual
1084220,"action, adventure, indie"
1096180,"action, adventure, indie"
1139280,"adventure, indie"
1158470,"casual, indie, strategy"
1281790,"action, adventure, casual, indie"
1281860,"action, adventure, indie, rpg"
1296980,"adventure, indie"
1436590,"action, adventure, indie, rpg"
1472540,"action, adventure, indie, rpg"
1640320,"action, casual, indie"
1696220,"adventure, casual, indie"
1783360,"adventure, indie, rpg"
2009950,"adventure, indie"
503140,"action, adventure, indie, rpg"
1226530,"adventure, casual, indie"
1585700,"adventure, casual, indie"
256390,"racing, simulation, sports"
212410,action
289260,"adventure, casual, indie"
323270,"casual, indie"
342630,"adventure, casual, indie"
353110,"adventure, casual, indie"
359140,"action, adventure, indie, strategy"
363510,"action, adventure, casual, indie, rpg, simulation"
426040,indie
586930,"adventure, casual"
677220,casual
840390,"simulation, strategy"
1273220,"indie, simulation, strategy"
2055500,"action, adventure, indie, early access"
426630,"action, adventure"
1600,strategy
15240,simulation
321410,"simulation, strategy"
330720,strategy
273750,"racing, simulation, sports"
408760,"simulation, sports"
614130,"simulation, strategy"
931950,"simulation, strategy"
1089840,"simulation, strategy"
1134520,"action, adventure"
1911360,"action, indie, rpg, early access"
2008100,"simulation, strategy"
558260,"racing, sports"
658600,"indie, simulation"
749550,"casual, indie, racing"
844750,"indie, racing, simulation, sports"
1875750,"adventure, casual, simulation"
1161490,"racing, simulation, sports"
2196790,"action, adventure, casual, indie, rpg, strategy"
538070,"adventure, indie"
2084930,casual
803220,"action, free to play, strategy"
822110,"adventure, free to play, indie, early access"
464960,"adventure, casual, indie"
532030,"action, adventure, casual, indie, simulation"
777670,"action, adventure, indie"
1046400,"action, adventure"
547930,"action, rpg"
703320,"action, strategy"
1436990,"casual, rpg, strategy, early access"
503450,"adventure, rpg"
2059170,"indie, rpg, simulation, strategy, early access"
721720,"action, free to play, strategy"
110500,"action, indie"
372350,"action, adventure, indie"
921710,strategy
1035990,"casual, indie"
1428520,"indie, simulation, strategy, early access"
1801410,"indie, rpg, strategy"
2220810,"action, adventure, indie, strategy"
942990,"adventure, simulation"
1742930,"adventure, indie"
2170920,"adventure, indie, rpg, early access"
1135810,"indie, strategy"
1189630,"indie, rpg"
1284950,"adventure, casual, indie"
1297330,"action, adventure, indie"
1437880,"rpg, simulation, strategy"
1503530,"action, adventure, casual, indie, racing"
1533050,indie
1638220,rpg
1896880,"adventure, casual, indie"
1948980,"adventure, indie, rpg, simulation, early access"
2113040,"indie, rpg, strategy, early access"
334100,"action, adventure, casual, indie"
356100,"casual, indie, strategy"
367080,"action, adventure, indie, rpg"
473780,indie
590720,"action, indie"
625740,"action, indie"
700160,"action, adventure, casual, indie"
2910,strategy
19030,"action, adventure"
3420,casual
203560,"casual, indie"
204580,"action, casual"
227800,"action, indie"
236490,"action, indie"
215550,"action, adventure, indie, rpg"
251410,"action, indie"
253310,adventure
259810,"action, adventure, casual, indie"
262590,"action, adventure, strategy"
262810,"adventure, indie"
263640,"action, adventure, indie"
263960,"action, adventure, indie"
264560,"adventure, indie, rpg"
265380,"action, adventure, indie"
265470,"action, adventure, indie, rpg"
269530,"action, indie, massively multiplayer, early access"
270410,"action, indie"
271990,"adventure, casual, indie, rpg, strategy"
261350,"adventure, casual, indie, rpg, early access"
274130,action
279480,"casual, strategy"
279520,"action, casual, indie, racing, simulation"
279580,"action, adventure, casual, indie"
280890,"action, adventure, indie"
280930,"action, casual, indie, strategy"
282680,"indie, strategy"
283000,"indie, strategy"
284200,"casual, indie"
285110,"indie, simulation, strategy"
287860,
288020,"action, adventure, indie"
288100,action
288260,"action, casual, indie, strategy"
288630,"adventure, casual"
288670,"adventure, indie"
290810,early access
291090,
291430,"action, casual, indie"
292840,casual
431290,"action, indie"
294190,"adventure, indie"
296220,"adventure, casual, strategy"
296240,"adventure, casual, strategy"
297080,"casual, indie, strategy"
298360,"action, indie, strategy"
298380,"adventure, casual, indie, simulation"
298790,"action, adventure, indie"
299250,simulation
299400,"adventure, indie"
299800,"action, indie"
300200,
300320,strategy
300360,"adventure, casual"
300620,"adventure, casual, indie"
300840,"action, adventure, casual, indie"
301150,"adventure, casual, indie"
301920,"adventure, indie, strategy"
301930,"adventure, indie, strategy"
301990,casual
302320,"simulation, strategy"
302490,"adventure, casual, strategy"
302810,"action, adventure, indie, rpg"
303720,"action, indie"
303850,
303910,"simulation, strategy"
303940,indie
304150,"action, sports"
304170,"action, adventure, free to play"
305390,"indie, strategy"
305760,"casual, indie"
306640,strategy
548680,"action, indie"
307010,"adventure, casual, indie, rpg"
307210,"action, indie, rpg"
307430,"casual, indie, strategy"
307620,"action, indie"
296730,"action, adventure, indie"
307940,"action, adventure, indie"
308440,"action, indie"
308520,"indie, massively multiplayer, rpg, early access"
310460,adventure
311060,"rpg, strategy"
311100,"action, simulation"
311980,"action, indie, strategy, early access"
312510,"action, indie"
312650,action
312900,"action, casual, indie"
313470,"indie, rpg"
314210,"adventure, indie"
314330,"adventure, indie, strategy"
314460,"action, indie"
314570,"action, adventure, indie"
314630,"adventure, casual, indie"
315080,"indie, strategy"
314320,"casual, indie, simulation, strategy"
315340,"action, indie"
315610,"action, adventure, indie"
316140,"adventure, indie"
316370,"action, indie, rpg"
316660,"action, casual, indie, strategy"
316740,"adventure, indie, rpg"
316970,"action, adventure, indie"
245370,strategy
317320,"adventure, indie"
317610,"action, indie, strategy"
318260,"casual, indie, simulation"
249190,strategy
320610,"adventure, casual"
320630,"adventure, casual"
320670,"adventure, casual"
320690,"adventure, casual, indie"
320790,"action, indie"
320840,"action, simulation"
322540,"indie, strategy"
323020,"casual, indie"
323040,indie
323450,"action, adventure, rpg"
324470,"indie, racing, early access"
324730,"adventure, indie, rpg"
325860,"action, indie, strategy"
325870,"action, indie"
326060,"adventure, casual, indie"
326590,"action, simulation, sports, strategy"
327980,rpg
328000,rpg
327150,"action, indie, rpg, strategy"
329690,"adventure, indie, sports"
330450,"action, casual, indie"
330680,"action, indie"
331570,"action, adventure, casual, indie"
331390,"indie, rpg, strategy"
331760,"adventure, indie"
332540,"indie, rpg, strategy"
332580,"adventure, casual, indie"
332630,"adventure, indie"
332710,"indie, rpg"
333580,"action, casual, indie"
333660,"action, indie, strategy"
333730,"indie, rpg"
333970,"indie, strategy"
334190,"action, casual, indie"
334270,"indie, simulation, strategy"
334280,"action, adventure, indie"
334290,"indie, massively multiplayer, simulation, strategy"
335200,"action, adventure"
335560,"action, casual, indie"
335690,"adventure, casual, indie, simulation"
335700,"action, indie, rpg"
336090,"action, indie"
336110,"action, indie"
336250,"action, racing, sports"
336710,"adventure, indie"
336730,"adventure, indie"
337480,"action, adventure"
337210,"adventure, indie, rpg, strategy"
338110,"adventure, casual"
338130,strategy
338310,"action, adventure, indie, rpg"
338960,"casual, simulation, strategy"
338980,"casual, simulation, strategy"
339440,"action, indie, early access"
339460,"action, adventure, indie"
339500,"action, casual, indie"
339590,"action, adventure, casual, indie"
339690,"action, indie"
339710,"action, adventure, indie"
339820,"rpg, early access"
339860,"adventure, indie, massively multiplayer, rpg, strategy"
339910,"action, indie, early access"
340290,"action, indie"
340390,"action, indie"
340450,indie
340580,"action, indie"
341030,"indie, simulation, strategy"
341060,"action, adventure, indie"
341070,"action, indie"
341090,"action, adventure, casual, indie"
341390,"indie, rpg, strategy"
341510,"casual, indie, rpg"
341690,"adventure, indie"
340750,"action, indie"
341780,"indie, rpg"
341860,"action, adventure, indie"
342080,"action, indie"
342130,"action, indie, rpg"
342190,"indie, strategy"
342280,"action, adventure, indie, massively multiplayer"
342450,"adventure, indie"
342500,"indie, simulation, strategy"
342610,indie
342880,
343020,"action, indie"
343280,"action, indie, rpg, simulation, strategy"
342490,"adventure, indie"
343570,"casual, indie"
335660,"adventure, casual, indie"
340250,indie
344860,"adventure, indie, rpg, strategy"
344880,"action, adventure, indie, rpg"
345120,"action, adventure, indie"
345540,"adventure, casual, indie"
346140,"adventure, casual"
346200,"adventure, indie"
346210,"casual, strategy"
346340,"action, indie, rpg"
347410,
347660,"action, casual, indie, early access"
347710,"adventure, indie"
347790,"indie, simulation, strategy"
348270,"casual, indie, rpg, simulation"
348340,"casual, indie"
348450,"action, adventure, indie"
348530,"action, adventure, indie"
348730,"action, adventure, indie, strategy"
348740,"action, adventure, indie, strategy, early access"
348650,"action, indie"
348800,"action, adventure, indie"
348870,"adventure, casual"
348960,"adventure, casual"
349440,"action, indie"
349550,"adventure, casual, indie, rpg"
349580,"action, indie"
349760,"action, adventure, casual, indie, rpg, simulation"
349840,"indie, strategy"
346780,"action, casual, indie, strategy"
350630,indie
350780,"action, adventure, indie"
349540,"indie, simulation, strategy"
351240,"action, indie"
351720,"casual, indie, simulation, strategy"
351810,action
352080,
352130,"indie, strategy"
352190,strategy
352440,"adventure, indie, rpg"
352580,"adventure, indie"
352790,"action, indie"
353070,"adventure, casual"
353980,adventure
353990,"action, adventure, indie"
354030,"action, adventure, indie"
354040,"action, casual, indie, racing"
351480,"indie, rpg, strategy"
354160,racing
354230,"indie, strategy"
354310,"casual, strategy"
354400,"action, adventure, indie"
354730,"casual, rpg"
354930,"adventure, indie"
354950,"adventure, casual, indie, simulation"
354960,"action, adventure, indie"
355010,"indie, racing, sports"
355080,"action, casual, indie"
355100,"indie, rpg, strategy"
355280,"casual, indie"
355310,"action, indie"
355350,"action, indie"
355560,"action, adventure, indie, racing"
355410,"action, casual, indie"
355810,"action, indie, strategy"
356390,"adventure, indie"
356540,"adventure, casual, indie, simulation"
356730,"adventure, casual, indie, rpg"
357030,"action, strategy"
357120,"action, indie"
356380,"adventure, casual, indie, simulation"
357200,"adventure, indie, rpg"
357830,"action, indie"
357890,"action, casual, indie"
358030,"indie, rpg"
358070,"indie, simulation"
358460,strategy
358480,
359060,"action, indie, racing"
359250,"adventure, casual, indie"
359260,"adventure, casual, indie"
355370,"adventure, indie, rpg"
359450,"action, indie"
360030,"indie, rpg"
360040,"casual, indie, rpg"
360390,"indie, strategy"
360400,"casual, strategy"
360530,"action, indie"
360840,"adventure, indie"
361160,strategy
361400,
361830,"action, indie"
362290,"adventure, indie, simulation, strategy"
362410,"adventure, indie"
362940,"adventure, indie"
363180,"casual, indie, strategy"
363240,"adventure, indie, strategy"
363270,"action, indie, racing"
363420,"action, indie"
363500,"adventure, indie"
363920,"action, indie"
364250,action
364770,"action, adventure, indie"
364790,"adventure, indie, rpg"
364830,"action, indie"
365020,"action, adventure, indie"
365120,"action, adventure, indie"
365350,"adventure, casual, indie, simulation"
365440,"animation & modeling, design & illustration, education"
365480,"rpg, strategy"
365680,"action, indie"
365750,
365800,"indie, simulation, strategy"
365880,"adventure, indie"
366040,"action, adventure, indie"
366600,"action, adventure, indie"
366610,"action, adventure, casual, indie"
366670,"adventure, casual, indie"
366780,"adventure, indie"
364900,"action, indie"
367240,"action, adventure, rpg"
367350,"action, indie"
367430,"action, casual, indie, sports"
367780,"action, indie"
368600,"action, simulation"
368700,"action, indie"
368740,"action, indie, racing"
368880,"adventure, casual"
368890,"adventure, indie"
369080,"action, adventure, indie, simulation, early access"
369370,strategy
369860,"action, casual, indie"
370120,"adventure, indie, rpg, strategy"
370270,"action, adventure"
370490,"action, indie"
370550,"action, adventure, casual, indie"
370590,"action, casual, indie"
370940,"action, indie"
371320,"adventure, indie, rpg"
371390,"action, indie"
371400,"action, indie, simulation"
371410,"action, indie"
371430,"action, indie, rpg, strategy"
371900,"adventure, indie"
372030,"action, indie"
372150,"action, adventure, indie"
372830,"action, adventure, indie"
373630,"action, indie"
373650,"adventure, indie"
371120,"adventure, indie"
374230,
374240,"action, adventure, indie, rpg"
370200,"casual, indie"
375000,"action, indie, rpg"
375030,"action, indie"
375040,"action, casual, indie, simulation"
375170,"action, casual, indie"
375430,"adventure, indie, rpg"
375930,"action, adventure, casual, indie, strategy"
376250,"indie, strategy"
369310,"casual, indie, strategy"
376410,"adventure, indie, rpg, strategy"
376480,"adventure, indie, rpg"
376560,"adventure, casual, indie"
375290,"action, indie"
376920,"action, casual, indie"
377100,"adventure, indie"
377200,"action, adventure, indie"
377460,"action, casual, indie"
377470,"adventure, indie"
377660,"casual, indie"
377760,"casual, indie"
377880,strategy
377980,"action, casual, indie"
378630,"adventure, indie"
378810,"adventure, indie"
378850,"action, casual, indie, early access"
379520,action
348820,"racing, simulation, sports"
379990,"action, adventure, indie, rpg"
370050,"casual, indie, strategy"
380100,indie
380700,"action, adventure, casual, indie"
380920,"action, adventure, indie"
381000,"casual, indie, simulation"
381140,action
381170,"action, adventure, indie"
381220,"action, casual, indie, rpg, simulation, strategy"
381900,indie
381910,"action, indie"
382070,"adventure, indie"
382420,action
382920,"action, indie"
349020,"action, casual, indie"
383240,"adventure, casual, indie"
383590,simulation
383670,"casual, indie"
383700,"action, casual"
383710,action
383720,"adventure, rpg, simulation, strategy"
383800,"action, indie"
384000,"action, adventure, indie"
384010,"action, casual, indie"
384120,"action, casual, indie"
384200,"action, indie"
384280,"action, adventure, indie"
384660,"indie, strategy"
384840,"adventure, indie, simulation"
384940,"action, casual, indie"
384990,"action, indie, simulation"
385020,"casual, indie, massively multiplayer, strategy"
385060,"indie, rpg, strategy"
385230,"action, adventure, indie"
385360,"indie, strategy"
385490,"indie, racing, simulation, sports"
385030,"free to play, indie, rpg"
384950,"indie, rpg"
385600,action
385840,"adventure, indie"
385980,"action, adventure, casual, indie"
386050,"action, indie"
386290,"action, casual, indie, simulation"
386340,"action, adventure, indie, early access"
386600,"action, free to play, indie, early access"
387010,"action, adventure, rpg"
386840,"indie, strategy"
387880,"action, adventure, indie"
388440,"indie, rpg, strategy"
388500,"action, casual, indie"
388680,"adventure, indie"
388960,"adventure, indie, rpg"
388970,"action, indie"
389010,"action, indie"
389190,"action, adventure, casual, indie"
389200,
388160,"casual, indie"
389650,"action, adventure, indie"
390210,"action, adventure, indie"
390460,"action, casual, indie"
390620,"adventure, casual, indie"
390680,"action, indie"
390920,"indie, strategy"
391140,"action, indie"
391180,"action, adventure, indie"
391240,"casual, indie, massively multiplayer, strategy"
391390,"action, adventure, indie"
391520,"indie, simulation, early access"
391600,"action, adventure, indie"
391650,"action, adventure, indie"
391820,"free to play, indie, simulation"
392370,"adventure, casual, indie"
393220,"action, adventure, indie"
393230,"adventure, casual, indie"
393600,"action, adventure, indie"
393820,"action, adventure, indie, early access"
393860,"casual, indie, sports"
393920,"indie, simulation"
394260,"action, casual, indie"
394270,"casual, indie, strategy"
394290,"action, casual, indie, sports"
394430,"action, indie"
394830,
395100,"action, adventure, indie"
395150,"action, adventure, indie, strategy, early access"
395300,"action, indie"
395480,"action, adventure, casual, indie, early access"
395550,"action, adventure, indie"
395900,casual
396010,"action, indie"
396090,"indie, simulation, strategy"
396530,"adventure, indie"
397360,"action, indie, rpg, early access"
370170,"casual, indie"
397760,"action, indie, strategy, early access"
397870,"indie, strategy"
398140,"adventure, indie, rpg"
397580,"action, indie"
398460,"adventure, casual, indie"
398480,"casual, indie"
398970,"adventure, indie, massively multiplayer, rpg, strategy"
398980,indie
399000,"action, indie"
399140,"action, indie"
399240,"action, indie"
399530,"casual, indie, strategy"
399600,"action, indie"
399040,"casual, indie"
399920,"action, casual"
399910,"action, casual, indie"
400380,"indie, simulation, sports, strategy"
400410,"adventure, casual, indie, simulation"
400790,"action, indie"
401120,"action, casual, indie"
401170,"action, indie, rpg, strategy"
401290,"adventure, indie, rpg"
401330,"action, adventure, casual, indie"
401360,"action, adventure, indie"
392780,"casual, indie"
387870,"action, casual, indie, strategy"
401840,"action, indie"
363520,"action, adventure, indie, rpg"
402170,"casual, indie"
402340,"action, indie"
402750,"indie, simulation"
402850,"action, casual, indie"
403230,"action, adventure, indie"
403300,"casual, indie"
404030,"casual, indie, simulation"
404100,"action, indie"
404700,"casual, indie"
404810,
404850,"casual, indie"
404860,"action, indie"
405010,"action, adventure, indie"
395560,adventure
405440,"action, indie, rpg"
405540,"action, indie"
405550,"action, indie"
405590,"adventure, indie"
406730,indie
406860,"adventure, indie"
407000,"action, adventure, rpg"
407100,"action, indie, simulation, strategy"
407110,"action, indie"
407150,"action, adventure, casual, indie, strategy"
407290,indie
380210,"action, indie"
407630,"action, casual, indie"
407830,"action, adventure, indie"
407940,"action, indie"
408440,"indie, simulation, strategy, early access"
